Column1;Column2;Column3;Column4;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15
13:50:06;551;46508;363,34;0,768;0,67;1,161;2,59;8,15;0,301;35,7;7,4;6,7
13:50:07;552;45134;352,61;0,793;0,695;1,181;4,31;8,63;0,292;35,8;6,9;6,2
13:50:08;553;45595;356,21;0,785;0,689;1,164;4,12;4,43;0,281;35,8;7,7;6,8
13:50:09;554;44982;351,42;0,795;0,69;1,213;22,36;23,02;0,645;35,8;7,2;6,5
13:50:10;555;46827;365,84;0,762;0,667;1,145;2,89;7,85;0,28;35,7;7,1;6,4
13:50:11;556;45452;355,09;0,789;0,691;1,18;15,3;16,32;0,436;35,8;7,2;6,6
13:50:12;557;47217;368,88;0,757;0,663;1,135;2,57;8,29;0,282;35,7;8,1;7,3
13:50:13;558;46037;359,66;0,777;0,68;1,159;9,43;8,86;0,319;35,8;7,6;6,7
13:50:14;559;49617;387,63;0,721;0,625;1,101;2,75;4,68;0,279;35,7;7;6,3
13:50:15;560;45174;352,92;0,791;0,695;1,176;5,52;7,25;0,297;35,7;7,6;6,9
13:50:16;561;45528;355,69;0,786;0,692;1,166;3,65;4,42;0,278;35,8;7,7;6,9
13:50:17;562;45997;359,35;0,777;0,684;1,158;4,81;5;0,275;35,7;7,6;6,8
13:50:18;563;47226;368,95;0,758;0,661;1,144;14,65;15,74;0,346;35,8;7,2;6,5
13:50:19;564;45127;352,55;0,792;0,695;1,173;7,82;21,8;0,313;35,7;7,6;6,8
13:50:20;565;45565;355,98;0,784;0,689;1,171;2,41;4,45;0,279;35,7;7,7;7
13:50:21;566;45055;351,99;0,794;0,698;1,177;4,23;15,59;0,293;35,8;7;6,3
13:50:22;567;47615;371,99;0,751;0,657;1,129;3,32;7,14;0,282;35,8;7,5;6,8
13:50:23;568;46545;363,63;0,769;0,675;1,145;7,74;8,03;0,292;35,8;7,2;6,6
13:50:24;569;45294;353,86;0,789;0,689;1,185;9,47;19,38;0,36;35,7;7,2;6,4
13:50:25;570;46360;362,19;0,771;0,675;1,156;9,96;7,48;0,298;35,7;7,5;6,8
13:50:26;571;47868;373,97;0,748;0,65;1,145;13,56;14,86;0,376;35,8;7,7;6,8
13:50:27;572;46607;364,12;0,767;0,674;1,142;2,78;4,56;0,275;35,7;7,5;6,7
13:50:28;573;45287;353,8;0,789;0,695;1,165;3,66;4,58;0,278;35,7;7,3;6,6
13:50:29;574;45671;356,8;0,783;0,685;1,165;2,9;14,54;0,295;35,8;7,5;6,8
13:50:30;575;46764;365,34;0,765;0,672;1,142;2,95;4,35;0,273;35,8;7;6,5
13:50:31;576;45865;358,32;0,78;0,684;1,169;7,61;8,59;0,313;35,8;7,3;6,6
13:50:32;577;46572;363,84;0,767;0,672;1,145;2,84;9,65;0,282;35,7;7,9;7,2
13:50:33;578;45883;358,46;0,78;0,685;1,159;2,27;4,79;0,282;35,8;7,8;6,9
13:50:34;579;45182;352,98;0,791;0,695;1,182;19,87;18,09;0,478;35,7;7,1;6,4
13:50:35;580;45891;358,52;0,779;0,685;1,156;3,19;5,31;0,276;35,8;7,3;6,4
13:50:36;581;46733;365,1;0,765;0,67;1,144;1,85;4,51;0,276;35,8;7,2;6,5
13:50:37;582;45647;356,62;0,783;0,688;1,159;3,9;4,86;0,276;35,7;7;6,4
13:50:38;583;45829;358,04;0,781;0,689;1,151;7,95;8,08;0,29;35,8;7,1;6,4
13:50:39;584;44359;346,55;0,806;0,711;1,187;23,29;18,25;0,452;35,8;7,1;6,5
13:50:40;585;46090;360,08;0,775;0,678;1,162;10,73;6,61;0,299;35,7;7,6;6,9
13:50:41;586;45110;352,42;0,796;0,701;1,178;3,52;14,14;0,29;35,9;6,9;6,2
13:50:42;587;46934;366,67;0,758;0,662;1,14;3,97;6,93;0,286;35,6;8,1;7,2
13:50:43;588;44917;350,91;0,797;0,702;1,175;2,55;4,36;0,276;35,8;7,7;6,8
13:50:44;589;45107;352,4;0,792;0,697;1,176;19,51;20,6;0,425;35,7;7,2;6,5
13:50:45;590;46444;362,84;0,77;0,673;1,153;4,87;4,67;0,282;35,8;7,2;6,5
13:50:46;591;45541;355,79;0,785;0,687;1,17;4,02;17,68;0,299;35,7;7,8;6,9
13:50:47;592;47278;369,36;0,757;0,663;1,141;3,02;4,31;0,277;35,8;7,1;6,4
13:50:48;593;45771;357,59;0,78;0,684;1,161;3,36;4,48;0,283;35,7;8,1;7,1
13:50:49;594;46794;365,58;0,764;0,668;1,145;22,26;23,48;0,482;35,8;7,3;6,5
13:50:50;595;47702;372,67;0,75;0,654;1,134;3,16;4,44;0,282;35,8;7,2;6,5
13:50:51;596;45493;355,41;0,786;0,69;1,163;2,83;4,5;0,279;35,7;7,3;6,6
13:50:52;597;45237;353,41;0,79;0,694;1,176;2,86;4,37;0,286;35,8;8;7,2
13:50:53;598;47460;370,78;0,753;0,655;1,144;10,55;10,13;0,359;35,7;7,4;6,7
13:50:54;599;45462;355,17;0,787;0,693;1,169;19,68;18,24;0,397;35,8;6,9;6,3
13:50:55;600;45309;353,98;0,79;0,697;1,163;4,9;4,35;0,272;35,8;7,3;6,6
13:50:56;601;44238;345,61;0,808;0,713;1,191;15,13;15,27;0,413;35,7;7,6;6,8
13:50:57;602;46690;364,77;0,765;0,669;1,147;13,69;15,51;0,331;35,7;7;6,3
13:50:58;603;46585;363,95;0,768;0,674;1,149;8;8,88;0,32;35,8;6,8;6,1
13:50:59;604;45373;354,48;0,788;0,693;1,169;22,42;19,28;0,446;35,7;7,5;6,8
13:51:00;605;45444;355,03;0,787;0,692;1,172;3,12;14,6;0,29;35,8;6,9;6,2
13:51:01;606;46340;362,03;0,772;0,678;1,153;3;5,2;0,276;35,8;7,2;6,4
13:51:02;607;51516;402,47;0,694;0,595;1,089;3,03;7,38;0,296;35,8;7,2;6,6
13:51:03;608;45045;351,91;0,794;0,702;1,17;3,12;4,45;0,272;35,8;7,5;6,8
13:51:04;609;45591;356,18;0,784;0,687;1,173;16,04;16,65;0,369;35,7;7,2;6,5
13:51:05;610;46162;360,64;0,775;0,681;1,152;3,03;4,47;0,272;35,8;6,9;6,1
13:51:06;611;45653;356,66;0,784;0,69;1,166;3,09;14,78;0,292;35,8;7,4;6,7
13:51:07;612;45476;355,28;0,786;0,694;1,168;18,61;18,28;0,375;35,7;7,3;6,5
13:51:08;613;45416;354,81;0,788;0,694;1,166;2,74;4,38;0,273;35,8;7,2;6,5
13:51:09;614;47111;368,05;0,759;0,664;1,144;23,5;21,26;0,477;35,8;7,2;6,6
13:51:10;615;48529;379,13;0,736;0,64;1,123;8,33;8,67;0,301;35,7;7,5;6,8
13:51:11;616;48507;378,96;0,738;0,642;1,125;9,26;10,85;0,297;35,8;7,4;6,7
13:51:12;617;46938;366,7;0,761;0,666;1,15;2,89;17,37;0,295;35,7;7,3;6,6
13:51:13;618;45017;351,7;0,794;0,714;1,109;4,45;13,58;0,309;35,8;7,5;6,8
13:51:14;619;49038;383,11;0,729;0,675;0,944;17,57;16,57;0,322;35,7;8;7,2
13:51:15;620;47618;372,02;0,751;0,696;0,975;4,62;3,53;0,202;35,8;8,2;7,4
13:51:16;621;46670;364,61;0,766;0,707;0,999;2,21;21,19;0,277;35,7;7,9;7
13:51:17;622;45855;358,24;0,779;0,723;1,006;3,13;15,99;0,233;35,7;8,4;7,7
13:51:18;623;47769;373,2;0,748;0,692;0,974;4,27;12,07;0,204;35,8;8,2;7,3
13:51:19;624;44749;349,6;0,796;0,633;1,462;20,87;59,44;1,672;35,8;7,2;6,6
13:51:20;625;43331;338,52;0,829;0,565;1,894;8,88;47,61;2,119;35,8;6,9;6,2
13:51:21;626;48922;382,2;0,73;0,668;0,984;2,4;24,62;0,326;35,7;8,5;7,6
13:51:22;627;53881;420,95;0,667;0,612;0,889;5,33;2,87;0,199;35,9;7,7;7
13:51:23;628;45566;355,98;0,781;0,725;1,011;2,89;2,62;0,197;35,6;7,6;6,7
13:51:24;629;45897;358,57;0,779;0,723;1,004;17;15,94;0,385;35,7;7,9;7,2
13:51:25;630;47115;368,09;0,758;0,703;0,981;3,69;4,9;0,2;35,7;8,1;7,3
13:51:26;631;46862;366,11;0,763;0,707;0,994;2,03;12,84;0,225;35,8;7,3;6,7
13:51:27;632;43182;337,36;0,828;0,755;1,125;12,43;13,28;0,701;35,7;7,5;6,6
13:51:28;633;44422;347,05;0,805;0,735;1,089;15,39;11,48;0,296;35,8;7,2;6,4
13:51:29;634;45223;353,3;0,79;0,719;1,08;20,9;13,87;0,347;35,7;6,8;6
13:51:30;635;47621;372,04;0,751;0,681;1,029;16;12,8;0,277;35,8;7,6;6,9
13:51:31;636;42953;335,57;0,834;0,756;1,148;35,83;66,69;1,222;35,8;7,1;6,4
13:51:32;637;45455;355,12;0,786;0,705;1,12;35,92;85,9;1,156;35,7;6,6;5,9
13:51:33;638;46713;364,95;0,765;0,693;1,057;35,75;59,75;1,037;35,7;7,3;6,6
13:51:34;639;46384;362,38;0,771;0,698;1,069;35,04;52,23;0,742;35,8;6,9;6,3
13:51:35;640;45424;354,88;0,789;0,716;1,086;17,39;16,25;0,42;35,9;7,2;6,4
13:51:36;641;44536;347,94;0,801;0,728;1,089;9,59;8;0,263;35,7;6,6;6
13:51:37;642;46322;361,89;0,772;0,7;1,06;2,95;4,53;0,233;35,8;7,7;6,8
13:51:38;643;46106;360,2;0,776;0,704;1,067;2,83;4,24;0,236;35,8;6,8;6,2
13:51:39;644;45660;356,72;0,784;0,711;1,074;21,56;18,66;0,356;35,8;6,9;6,2
13:51:40;645;45404;354,72;0,787;0,715;1,078;7,83;8,44;0,263;35,7;7,1;6,4
13:51:41;646;45381;354,54;0,788;0,716;1,079;17,69;13,86;0,324;35,8;6,8;6,1
13:51:42;647;46097;360,13;0,775;0,705;1,057;2,54;6,27;0,228;35,7;7,3;6,5
13:51:43;648;46018;359,52;0,777;0,704;1,071;16,47;15,6;0,385;35,8;7,6;6,8
13:51:44;649;45456;355,13;0,787;0,716;1,076;20,63;11,8;0,35;35,8;6,9;6,2
13:51:45;650;46668;364,59;0,766;0,696;1,05;8,47;7,17;0,239;35,7;7,3;6,6
13:51:46;651;47338;369,83;0,755;0,684;1,041;9,61;6,48;0,244;35,7;7,8;7
13:51:47;652;45426;354,89;0,788;0,716;1,076;2,27;4,38;0,235;35,8;7,2;6,4
13:51:48;653;45811;357,9;0,779;0,707;1,069;5,22;5,71;0,241;35,7;6,8;6,1
13:51:49;654;49404;385,97;0,723;0,648;1,019;20,86;21,6;0,387;35,7;7,4;6,6
13:51:50;655;46907;366,46;0,763;0,693;1,044;5,38;8,66;0,228;35,8;6,2;5,5
13:51:51;656;48042;375,33;0,744;0,675;1,023;9,81;8,34;0,24;35,8;7,2;6,4
13:51:52;657;48616;379,81;0,735;0,665;1,016;6,23;4,52;0,237;35,8;7,4;6,4
13:51:53;658;45624;356,44;0,784;0,726;1,013;9,1;8,37;0,216;35,8;7,1;6,3
13:51:54;659;49235;384,65;0,727;0,685;0,891;20,36;21,8;0,304;35,8;7,8;7
13:51:55;660;50775;396,68;0,704;0,663;0,866;2,7;2,41;0,183;35,7;8,6;7,8
13:51:56;661;50574;395,11;0,706;0,663;0,872;8,8;7,5;0,185;35,7;9,2;8,4
13:51:57;662;48587;379,59;0,736;0,696;0,898;1,91;2,04;0,177;35,8;7,7;6,9
13:51:58;663;51942;405,8;0,689;0,65;0,846;3,94;2,02;0,176;35,8;7,9;7,1
13:51:59;664;53291;416,34;0,671;0,631;0,83;8,22;8,82;0,219;35,8;8,4;7,5
13:52:00;665;48035;375,27;0,744;0,704;0,907;3,71;2,19;0,176;35,7;8,5;7,8
13:52:01;666;47110;368,05;0,759;0,718;0,925;8,74;8,84;0,197;35,7;7,4;6,8
13:52:02;667;48319;377,49;0,74;0,7;0,903;2,68;2,52;0,173;35,8;8,4;7,7
13:52:03;668;50893;397,6;0,702;0,663;0,869;20,11;17,99;0,331;35,7;8,1;7,5
13:52:04;669;45784;357,69;0,781;0,737;0,955;17,48;16,69;0,334;35,8;7,6;7
13:52:05;670;46443;362,84;0,773;0,731;0,937;4,66;7,27;0,184;35,9;7,8;7
13:52:06;671;47923;374,4;0,743;0,702;0,908;12,53;11,99;0,209;35,6;8,6;7,3
13:52:07;672;56002;437,52;0,638;0,597;0,799;2,32;2,32;0,17;35,7;9,9;8,6
13:52:08;673;51705;403,95;0,692;0,652;0,853;2,6;2,1;0,176;35,8;8,3;7,6
13:52:09;674;48761;380,95;0,733;0,691;0,899;13,92;14,01;0,314;35,8;8,7;8
13:52:10;675;49746;388,64;0,718;0,678;0,881;11,73;10,32;0,239;35,7;8,2;7,5
13:52:11;676;49378;385,77;0,724;0,678;0,909;22,12;24,8;0,452;35,7;8;7,3
13:52:12;677;50829;397,1;0,703;0,662;0,866;2,18;2,96;0,176;35,7;8,2;7,2
13:52:13;678;49069;383,35;0,729;0,688;0,892;4,77;2,7;0,174;35,8;9,1;8,3
13:52:14;679;47486;370,98;0,753;0,709;0,926;20,01;21,61;0,318;35,7;7,7;6,9
13:52:15;680;46945;366,76;0,761;0,721;0,922;7,07;2,1;0,178;35,8;7,8;7,2
13:52:16;681;50519;394,68;0,708;0,666;0,88;27,78;26,73;0,405;35,7;9,6;8,7
13:52:17;682;47010;367,27;0,76;0,72;0,923;3;3,1;0,176;35,7;8,1;7,2
13:52:18;683;49920;390;0,716;0,676;0,878;1,89;3,11;0,173;35,8;7,7;7,1
13:52:19;684;48884;381,91;0,731;0,687;0,907;28,24;26,82;0,413;35,7;8,6;7,9
13:52:20;685;47958;374,67;0,745;0,703;0,912;2,66;2,64;0,182;35,7;7,7;7
13:52:21;686;49881;389,7;0,717;0,675;0,885;9,61;8,13;0,193;35,8;8,5;7,8
13:52:22;687;55656;434,81;0,642;0,601;0,804;2,7;1,94;0,17;35,7;8,6;7,9
13:52:23;688;50345;393,32;0,71;0,669;0,873;5,5;8,73;0,181;35,7;9,2;8,4
13:52:24;689;47497;371,07;0,752;0,709;0,919;16,82;13,93;0,245;35,7;8,9;8,1
13:52:25;690;47891;374,15;0,747;0,705;0,915;2,12;2,93;0,179;35,8;8,7;7,8
13:52:26;691;47639;372,18;0,75;0,707;0,922;34,39;28,26;0,478;35,7;8;7,3
13:52:27;692;55279;431,87;0,647;0,607;0,809;2,62;2,47;0,171;35,8;8,9;8,2
13:52:28;693;47305;369,57;0,756;0,715;0,92;2,72;2,84;0,177;35,7;8,3;7,6
13:52:29;694;46841;365,95;0,763;0,721;0,927;15,86;11,18;0,249;35,7;7,9;7,2
13:52:30;695;49790;388,98;0,719;0,679;0,882;8,29;4,13;0,182;35,8;7,5;6,8
13:52:31;696;46037;359,66;0,776;0,732;0,95;28,45;30,08;0,426;35,7;7,4;6,8
13:52:32;697;49408;386;0,724;0,683;0,883;9,01;7,95;0,188;35,8;7,6;6,9
13:52:33;698;47109;368,04;0,759;0,72;0,916;1,89;3,44;0,174;35,8;7,4;6,8
13:52:34;699;52512;410,25;0,681;0,641;0,842;12,86;15,9;0,245;35,8;8,1;7,3
13:52:35;700;46285;361,6;0,773;0,733;0,931;3,72;2,35;0,177;35,8;7,9;7,2
13:52:36;701;45115;352,46;0,792;0,75;0,962;21,83;20,48;0,367;35,7;7,5;6,8
13:52:37;702;52648;411,31;0,679;0,64;0,835;9,28;10,83;0,19;35,7;8,5;7,6
13:52:38;703;47361;370,01;0,755;0,713;0,919;16,74;13,96;0,307;35,8;8;7,3
13:52:39;704;46952;366,81;0,761;0,718;0,931;36,88;35,33;0,52;35,7;7,3;6,5
13:52:40;705;48657;380,13;0,735;0,695;0,894;3,99;2,08;0,18;35,8;7,8;7,1
13:52:41;706;45851;358,21;0,78;0,74;0,94;17,87;8,72;0,259;35,8;7,5;6,8
13:52:42;707;47448;370,69;0,754;0,713;0,912;2,89;2,11;0,172;35,8;7,6;7
13:52:43;708;49421;386,1;0,723;0,684;0,88;3,6;2,33;0,185;35,7;8,3;7,4
13:52:44;709;48700;380,47;0,734;0,69;0,904;18,97;20,88;0,31;35,7;9;8,1
13:52:45;710;46754;365,27;0,765;0,725;0,923;7,68;6,32;0,196;35,8;7,9;7,1
13:52:46;711;48786;381,14;0,733;0,69;0,904;24,73;21,82;0,353;35,8;7,9;7,1
13:52:47;712;53107;414,9;0,672;0,633;0,827;3,92;2,21;0,176;35,7;10;9,2
13:52:48;713;49952;390,25;0,716;0,676;0,875;2,18;2,79;0,177;35,8;7,7;6,9
13:52:49;714;49013;382,91;0,729;0,685;0,902;21,55;21,72;0,348;35,7;9,1;8,2
13:52:50;715;47514;371,2;0,753;0,714;0,905;9,63;8,9;0,221;35,8;8,5;7,8
13:52:51;716;47956;374,66;0,746;0,705;0,908;13,87;10,9;0,227;35,8;8,6;7,8
13:52:52;717;48365;377,85;0,739;0,699;0,898;3,06;2,15;0,177;35,7;8,8;8,1
13:52:53;718;50418;393,89;0,709;0,67;0,866;7,83;9,31;0,184;35,7;9,2;7,7
13:52:54;719;48921;382,2;0,73;0,69;0,891;21,24;18,03;0,294;35,7;8,2;7,5
13:52:55;720;51021;398,6;0,701;0,663;0,857;11,92;13,25;0,23;35,8;8,4;7,6
13:52:56;721;47952;374,63;0,745;0,705;0,906;14,81;14,83;0,314;35,7;8,5;7,7
13:52:57;722;50426;393,95;0,709;0,669;0,865;2,95;2,11;0,176;35,8;10,8;7,8
13:52:58;723;48158;376,23;0,742;0,702;0,899;3,09;2,15;0,173;35,7;7,4;6,7
13:52:59;724;52347;408,96;0,683;0,643;0,843;21,24;17,35;0,378;35,8;8,9;8,1
13:53:00;725;48947;382,4;0,731;0,691;0,888;7,2;8,79;0,19;35,8;7,8;7,1
13:53:01;726;48898;382,02;0,73;0,69;0,891;16,72;18,07;0,265;35,7;8,3;7,5
13:53:02;727;47424;370,5;0,754;0,715;0,911;2,66;2,15;0,172;35,8;7,7;7
13:53:03;728;52732;411,97;0,678;0,639;0,832;1,95;2,56;0,179;35,7;9;8,2
13:53:04;729;49632;387,75;0,72;0,679;0,885;17,8;16,59;0,273;35,7;8,2;7,4
13:53:05;730;48111;375,87;0,744;0,703;0,908;9,4;9,91;0,228;35,8;8,1;7,3
13:53:06;731;53683;419,4;0,665;0,626;0,825;14,18;14,56;0,3;35,7;9,4;8,6
13:53:07;732;50243;392,52;0,711;0,673;0,866;5,28;2,08;0,182;35,7;7,7;6,9
13:53:08;733;50469;394,29;0,708;0,669;0,866;1,89;2,67;0,178;35,7;9,2;8,4
13:53:09;734;46452;362,91;0,77;0,728;0,937;19,71;21,33;0,3;35,8;7,5;6,7
13:53:10;735;47749;373,04;0,749;0,711;0,905;12,53;9,24;0,232;35,7;7,4;6,7
13:53:11;736;51885;405,35;0,69;0,65;0,848;27,85;21,91;0,398;35,8;8,2;7,5
13:53:12;737;46801;365,63;0,764;0,724;0,924;3,12;2,03;0,183;35,7;8,2;7,4
13:53:13;738;53299;416,4;0,67;0,631;0,829;1,99;3,21;0,176;35,7;9,3;8,5
13:53:14;739;46502;363,3;0,77;0,729;0,934;27,47;24,51;0,369;35,8;7,3;6,6
13:53:15;740;50447;394,12;0,708;0,669;0,862;13,24;8,75;0,237;35,7;8,4;7,6
13:53:16;741;47308;369,59;0,756;0,713;0,922;15,37;19,95;0,302;35,7;8,5;7,7
13:53:17;742;52848;412,88;0,676;0,637;0,833;10,48;11,86;0,193;35,7;9,7;8
13:53:18;743;49994;390,58;0,715;0,677;0,87;3,48;6,05;0,174;35,8;7,6;6,9
13:53:19;744;47884;374,09;0,747;0,707;0,908;20,76;20,08;0,296;35,8;8,4;7,7
13:53:20;745;46677;364,66;0,766;0,726;0,927;12,07;10,41;0,202;35,8;8;7,4
13:53:21;746;47290;369,45;0,756;0,714;0,923;27,96;29,41;0,453;35,7;7,3;6,7
13:53:22;747;49716;388,41;0,72;0,68;0,876;2,67;2,72;0,171;35,8;6,8;6,2
13:53:23;748;47390;370,23;0,755;0,715;0,916;6,77;7,93;0,188;35,8;8,7;7,8
13:53:24;749;50512;394,63;0,707;0,668;0,863;2,04;2,52;0,17;35,7;9,4;8,5
13:53:25;750;47025;367,38;0,759;0,72;0,919;2;2,36;0,176;35,8;7,6;7
13:53:26;751;52458;409,83;0,682;0,641;0,847;17;16,54;0,304;35,7;8,3;7,5
13:53:27;752;48356;377,78;0,74;0,702;0,894;5,03;2,25;0,177;35,8;8;7,3
13:53:28;753;49010;382,89;0,729;0,69;0,886;2,33;2,08;0,178;35,7;8;7,2
13:53:29;754;47165;368,48;0,758;0,72;0,916;5,63;2,21;0,176;35,8;7,6;7
13:53:30;755;49631;387,74;0,721;0,68;0,883;16,7;15,52;0,329;35,8;7,3;6,5
13:53:31;756;48635;379,96;0,735;0,694;0,9;16,15;14,56;0,336;35,7;10,2;6,9
13:53:32;757;46326;361,92;0,772;0,732;0,928;2,69;2,04;0,177;35,8;7,8;7,1
13:53:33;758;52816;412,63;0,676;0,637;0,833;1,91;2,74;0,183;35,7;9,3;8,6
13:53:34;759;53866;420,83;0,662;0,623;0,819;2,36;3,67;0,174;35,7;9,1;8,3
13:53:35;760;50034;390,89;0,714;0,674;0,869;2,44;2,92;0,18;35,8;8,2;7,6
13:53:36;761;49070;383,36;0,73;0,688;0,898;14,01;17,58;0,33;35,7;9;8,1
13:53:37;762;49033;383,07;0,728;0,688;0,889;17,92;16,41;0,264;35,7;8,6;7,8
13:53:38;763;46853;366,04;0,763;0,723;0,923;3,03;2,23;0,175;35,7;7,5;6,8
13:53:39;764;48085;375,66;0,744;0,703;0,906;13,47;13,47;0,292;35,8;8,1;7,4
13:53:40;765;46340;362,03;0,772;0,733;0,932;8,96;8,96;0,21;35,8;7,9;7,1
13:53:41;766;54252;423,84;0,659;0,62;0,816;11,82;7,5;0,249;35,8;10,2;7,6
13:53:42;767;47231;368,99;0,756;0,717;0,915;4,4;3,38;0,172;35,7;8;7,3
13:53:43;768;48842;381,58;0,732;0,693;0,89;10,36;9,47;0,195;35,8;8,5;7,6
13:53:44;769;50115;391,52;0,713;0,674;0,874;15,69;11,85;0,241;35,7;8,5;7,7
13:53:45;770;48110;375,86;0,742;0,703;0,9;8,38;5,25;0,2;35,7;7,6;6,9
13:53:46;771;49350;385,55;0,726;0,684;0,892;18,19;19,66;0,301;35,8;8,2;7,5
13:53:47;772;49718;388,42;0,719;0,68;0,877;4,83;2,34;0,178;35,7;8,2;7,4
13:53:48;773;48835;381,52;0,732;0,692;0,891;2,03;2,82;0,181;35,7;7,7;7
13:53:49;774;46810;365,7;0,764;0,723;0,927;20,88;21,61;0,298;35,8;8;7,3
13:53:50;775;47879;374,05;0,747;0,706;0,909;5,67;4,52;0,176;35,8;7,4;6,7
13:53:51;776;47756;373,09;0,748;0,707;0,911;18,94;8,88;0,281;35,7;7,8;7
13:53:52;777;46941;366,73;0,762;0,722;0,922;9,24;3,93;0,193;35,8;7,7;6,9
13:53:53;778;48787;381,15;0,733;0,692;0,893;2,58;2,42;0,174;35,7;8,5;7,7
13:53:54;779;48783;381,12;0,733;0,693;0,893;19,99;21,35;0,308;35,8;8,3;7,5
13:53:55;780;49056;383,25;0,728;0,689;0,884;7,21;6,61;0,195;35,7;9,4;8,6
13:53:56;781;47357;369,98;0,754;0,714;0,919;12,57;11,42;0,243;35,7;8,1;7,4
13:53:57;782;51406;401,61;0,695;0,656;0,852;3,1;2,07;0,173;35,7;9,3;8,4
13:53:58;783;49531;386,96;0,722;0,683;0,879;6,59;4,88;0,183;35,7;8,4;7,5
13:53:59;784;52320;408,75;0,683;0,641;0,851;16,64;19,72;0,366;35,8;8,6;7,9
13:54:00;785;50685;395,98;0,704;0,664;0,865;17,21;14,05;0,263;35,7;8,8;8
13:54:01;786;47000;367,19;0,761;0,72;0,922;12,11;9,69;0,245;35,8;7,7;6,8
13:54:02;787;56570;441,95;0,632;0,594;0,782;4,41;1,96;0,168;35,7;8,8;8,1
13:54:03;788;48806;381,3;0,732;0,692;0,888;3,02;2,1;0,184;35,7;8,1;7,3
13:54:04;789;48406;378,17;0,738;0,698;0,894;17,04;13,71;0,238;35,7;8,6;7,8
13:54:05;790;48688;380,38;0,733;0,694;0,888;2,88;2;0,18;35,7;8;7,2
13:54:06;791;47386;370,2;0,755;0,714;0,919;17,82;16,38;0,279;35,8;7,7;7
13:54:07;792;46268;361,47;0,773;0,732;0,932;3,25;5,03;0,178;35,8;7,9;7,2
13:54:08;793;48612;379,78;0,735;0,695;0,891;2,6;3,37;0,179;35,7;8,5;7,8
13:54:09;794;48360;377,81;0,74;0,699;0,901;21,21;18,52;0,305;35,8;7,2;6,4
13:54:10;795;49159;384,05;0,727;0,687;0,886;8,49;8,47;0,217;35,7;7,7;7
13:54:11;796;47038;367,48;0,761;0,719;0,924;18,61;14,6;0,284;35,8;8;7,4
13:54:12;797;47611;371,96;0,751;0,71;0,91;2,34;2,26;0,177;35,7;8,6;7,7
13:54:13;798;47386;370,2;0,755;0,714;0,917;26,79;22,14;0,416;35,8;7,9;7,1
13:54:14;799;48893;381,98;0,732;0,689;0,901;18,84;20,06;0,303;35,8;7,7;7
13:54:15;800;46920;366,56;0,761;0,72;0,924;6,22;7,64;0,183;35,7;7,7;7
13:54:16;801;48554;379,33;0,736;0,694;0,902;14,32;12,01;0,257;35,7;7,7;7
13:54:17;802;48522;379,08;0,737;0,697;0,895;4,42;3,25;0,175;35,8;7,9;7,1
13:54:18;803;52251;408,21;0,684;0,644;0,839;5,37;4,63;0,18;35,7;8,3;7,5
13:54:19;804;53022;414,23;0,674;0,633;0,835;29,56;26,48;0,373;35,7;9,5;7,6
13:54:20;805;51764;404,41;0,69;0,651;0,846;2,57;2,54;0,183;35,7;9,1;7,7
13:54:21;806;53167;415,37;0,672;0,633;0,83;9,36;7,41;0,185;35,7;8,2;7,4
13:54:22;807;49145;383,95;0,728;0,688;0,884;15,41;10,76;0,214;35,8;8;7,1
13:54:23;808;51540;402,66;0,693;0,654;0,85;1,93;2,43;0,17;35,7;6,9;6,2
13:54:24;809;50981;398,29;0,7;0,657;0,871;28,1;26,92;0,417;35,7;9,3;8,3
13:54:25;810;50855;397,3;0,703;0,663;0,86;8,14;8,5;0,208;35,8;8,2;7,5
13:54:26;811;46990;367,11;0,761;0,721;0,922;14,24;11,84;0,258;35,8;6,8;6,1
13:54:27;812;50690;396,02;0,705;0,668;0,858;1,89;2,54;0,173;35,8;8,4;7,7
13:54:28;813;51248;400,38;0,697;0,659;0,853;2,88;2,47;0,18;35,7;9;8,2
13:54:29;814;48902;382,05;0,731;0,687;0,907;27,02;29,8;0,426;35,7;8,3;7,7
13:54:30;815;50699;396,09;0,706;0,667;0,862;9,53;7,97;0,184;35,8;7,3;6,6
13:54:31;816;49792;389;0,717;0,678;0,874;9,22;7,83;0,217;35,7;8,4;7,6
13:54:32;817;56817;443,88;0,629;0,59;0,783;3,09;2,13;0,167;35,7;9,1;8,3
13:54:33;818;50124;391,59;0,713;0,673;0,87;1,8;3,1;0,174;35,8;8,4;7,6
13:54:34;819;49399;385,93;0,723;0,684;0,879;3,02;3,13;0,173;35,7;8,5;7,8
13:54:35;820;46991;367,12;0,761;0,721;0,918;6;2,06;0,177;35,8;8,4;7,8
13:54:36;821;47792;373,38;0,748;0,706;0,912;9,97;11,37;0,253;35,7;7,4;6,7
13:54:37;822;47675;372,46;0,75;0,71;0,907;2,06;2,11;0,174;35,8;8,3;7,5
13:54:38;823;50434;394,02;0,709;0,669;0,866;9,6;8,05;0,196;35,7;7,8;7,1
13:54:39;824;47355;369,96;0,755;0,714;0,921;17,78;15,53;0,283;35,8;7,6;6,8
13:54:40;825;46362;362,2;0,771;0,731;0,931;2,41;2,02;0,178;35,8;8,2;7,5
